Media,Judul,Tanggal,Reporter,Isi
entertainment.fin.co.id,,,,
opsi.id,,,,
jakarta.akurat.co,,,,
Radarlawu.jawapos.com,,,,
Deskdiy.pikiran-rakyat.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
kabartasikmalaya.pikiran-rakyat.com,,,,
lorikemi.com,,,,
thereveauclaire.com,,,,
mediaindonesia.co,,,,
naturalcottoncolor.com,,,,
blog.javamifi.com,,,,
crossbowhuntin.com,,,,
tuffmachinery.com,,,,
paperdreamsblog.com,,,,
kingwok3.com,,,,
chicogunshow.com,,,,
bagustech.media,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
jedadulu.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
tangsel.inews.id,,,,
wartajazz.com,,,,
bernas.id,,,,
diorama.suaramerdeka.com,,,,
jurnalpalopo.pikiran-rakyat.com,,,,
bogor.inews.id,,,,
musik.kapanlagi.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
jabar.viva.co.id,,,,
netz.id,,,,
bola.com,,,,
beritainn.com,,,,
rubis.id,,,,
beritaindonesia.id,,,,
joglojateng.com,,,,
indonesiasenang.com,,,,
kutubukukartun.com,,,,
wfmz.com,,,,
yourerie.com,,,,
yourcentralvalley.com,,,,
gowoman.id,,,,
tafenpah.com,,,,
kemdikbud.go.id,,,,
barta1.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
rakyatcirebon.id,,,,
beritabernas.com,,,,
faktabanten.co.id,,,,
kabar-priangan.com,,,,
janabarnews.com,,,,
bisnis.serupput.com,,,,
haluanbanten.co.id,,,,
metropolitan.id,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
thebalisun.com,,,,
inilahjateng.com,,,,
inilahsumut.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
inilahkalteng.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
hariane.com,,,,
redaksi9.com,,,,
pmjnews.com,,,,
kabarselebes.id,,,,
tekno.sindonews.com,,,,
tech.indozone.id,,,,
viv.co.id,,,,
medianekita.com,,,,
Motion Radio FM,,,,
Rakyat Cirebon,,,,
Kabar Cirebon,,,,
Bali TV,,,,
supplychainindonesia.com,,,,
imq21.com,,,,
partaipandai.id,,,,
krusial.com,,,,
ashevilleglass.com,,,,
amm27.org,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
poscomedia.id,,,,
kepodeh.id,,,,
jurnalku.id,,,,
ussfeed.com,,,,
portalteater.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
news.olx.co.id,,,,
klikhijau.com,,,,
trustnews.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
korantangerang.com,,,,
gigsplay.com,,,,
risks.id,,,,
genzpedia.com,,,,
bengkelotomotif.com,,,,
jateng.herald.id,,,,
cianjurekspres.disway.id,,,,
banjarmasin.tribunnews.com,,,,
jambi.tribunnews.com,,,,
mediaemiten.com,,,,
bingkaiwarta.co.id,,,,
lesehanmusik.com,,,,
dafunda.com,,,,
pasjabar.com,,,,
kabarinspirasi.com,,,,
kiatindonesia.com,,,,
matranews.id,,,,
nyatanya.com,,,,
ihalal.id,,,,
telegraf.co.id,,,,
sumbar.suara.com,,,,
bandung.bisnis.com,,,,
purwakartaonline.com,,,,
nesiatimes.com,,,,
Pelitakepri.com,,,,
hariankami.com,,,,
harianmetropolitan.co.id,,,,
pijarkepri.com,,,,
beritaibukota.com,,,,
vnews.click,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
jelajahkepri.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
pelita.co.id,,,,
balifactualnews.com,,,,
metrobali.com,,,,
acikepri.com,,,,
suhanews.co.id,,,,
ingetberita.com,,,,
tangerangraya.id,,,,
inibalikpapan.com,,,,
headline9.com,,,,
trenggalekpedia.pikiran-rakyat.com,,,,
penamas.id,,,,
sabangmeraukenews.com,,,,
bisnismuda.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
stylo.grid.id,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
infosurabaya.web.id,,,,
ligagame.tv,,,,
berdaulat.id,,,,
bisnisupdate.com,,,,
rakyatpembaruan.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
coolturnesia.com,,,,
selingkarwilis.com,,,,
beritalima.com,,,,
jembranaexpress.jawapos.com,,,,
malukunews.co,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
rakyatjabarnews.com,,,,
wartabromo.com,,,,
mentreng.com,,,,
situbondo.jatimnetwork.com,,,,
presmedia.id,,,,
kabardaily.com,,,,
jarilampung.com,,,,
g-news.id,,,,
matapublik.co,,,,
bataminfo.co.id,,,,
globalcybernews.com,,,,
komentarnews.com,,,,
kabarpost.com,,,,
radarlebong.disway.id,,,,
kediri.jatimtimes.com,,,,
batu.jatimtimes.com,,,,
bandarlampung.pikiran-rakyat.com,,,,
rejabar.co.id,,,,
beritasampit.com,,,,
maklumatnews.com,,,,
portalpurwokerto.pikiran-rakyat.com,,,,
isknews.com,,,,
kgnow.com,,,,
lensapost.net,,,,
edisiindonesia.id,,,,
lajur.co,,,,
teknobuzz.id,,,,
makassarinsight.com,,,,
kabarjatim.com,,,,
surabaya.inews.id,h1.post-title,span.article-date,div.tags-wrapper,div.post-content
aktualitas.id,,,,
ptaik.com,,,,
genmuslim.id,,,,
suarasekadau.co.id,,,,
phr.or.id,,,,
tefanpah.com,,,,
markets.businessinsider.com,,,,
tinemu.com,,,,
mudanesia.pikiran-rakyat.com,,,,
muria.tribunnews.com,,,,
ibukotakini.com,,,,
pojokbaca.id,,,,
poskota.online,,,,
serayunusantara.com,,,,
asiabusinessinfo.com,,,,
jatimnow.com,,,,
afederasi.com,,,,
portonews.com,h1.detail__title,div.detail__date,div.detail__author,div.itp_bodycontent.detail__body-text
kaltimtoday.co,,,,
ponorogo.pikiran-rakyat.com,,,,
mediamagelang.pikiran-rakyat.com,h1.read__title,div.read__time,div.credit-title-name,div.read__content
inikepri.com,,,,
jatengdaily.com,,,,
defacto.id,,,,
fakta.com,,,,
lintaskepri.com,,,,
travelxplore.id,,,,
trenoto.katadata.co.id,,,,
top-news.id,,,,
lionmag.id,h1.read__title,div.read__time,div.credit-title-name,div.read__content
siber.news,,,,
senangsenang.id,,,,
jatim.pikiran-rakyat.com,,,,
cloudcomputing.id,h1.read__title,div.read__time,div.credit-title-name,div.read__content
lifestyle.haluan.co,,,,
kaidah.id,,,,
Sonora FM,h1.read__title,div.read__time,-,"div[class=""clearfix""]"
satelitemx.net,,,,
liputanfakta.net,,,,
topone.id,,,,
kisah.web.id,,,,
catatanbandung.com,,,,
kuninganmass.com,,,,
zonasurabayaraya.pikiran-rakyat.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
harianrakyatbengkulu.bacakoran.co,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
headtopics.com,,,,
kidnews.id,,,,
linklr.net,,,,
justforkids.okezone.com,,,,
inilahsumbar.com,h1.post-title,span.article-date,div.tags-wrapper,div.post-content
creativedisc.com,,,,
gopost.id,,,,
lifestyle.hallo.id,,,,
sinarmasland.com,,,,
destinasibandung.co.id,,,,
manado.pikiran-rakyat.com,,,,
majalahreformasi.com,,,,
jabarupdate.id,,,,
terasbatam.id,,,,
rakyatmerdekanews.com,,,,
finansialku.com,,,,
sorotjakarta.com,,,,
ruangenergi.com,,,,
balisore.com,,,,
palapanews.com,,,,
kirani.id,,,,
jateng.suara.com,,,,
bali.suara.com,,,,
kabarpapua.co,,,,
lampung.suara.com,,,,
sorongnews.com,,,,
bandungbergerak.id,,,,
jendelakaltara.co,,,,
aktualbisnis.com,,,,
pesonadieng.com,,,,
poskonews.com,,,,
trenggalekpedia.com,,,,
olenka.id,,,,
apnews.com,,,,
wsj.com,,,,
benzinga.com,,,,
barrons.com,,,,
finanzen.net,,,,
wfla.com,,,,
fox8.com,,,,
morningstar.com,,,,
fox59.com,,,,
8newsnow.com,,,,
wgntv.com,,,,
kdvr.com,,,,
abc27.com,,,,
myfox8.com,,,,
pix11.com,,,,
wavy.com,,,,
fox4kc.com,,,,
nbc4i.com,,,,
buffalonews.com,h1.detail__title,div.detail__date,"div[class=""detail__author""]","div[class=""detail__body-text itp_bodycontent""]"
kfor.com,,,,
cbs17.com,,,,
krqe.com,,,,
wtnh.com,,,,
markets.ft.com,,,,
wkbn.com,,,,
fox40.com,,,,
wreg.com,,,,
wdtn.com,,,,
nwitimes.com,,,,
fox56news.com,,,,
khon2.com,,,,
ksn.com,,,,
wane.com,,,,
pahomepage.com,,,,
wearegreenbay.com,,,,
wivb.com,,,,
rochesterfirst.com,,,,
dcnewsnow.com,,,,
ksnt.com,,,,
keloland.com,,,,
localsyr.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
cbs42.com,,,,
wboy.com,,,,
kget.com,,,,
wtrf.com,,,,
wkrg.com,,,,
ktsm.com,,,,
wtaj.com,,,,
wbtw.com,,,,
qcnews.com,,,,
wspa.com,,,,
wdel.com,,,,
dailygazette.com,,,,
wlns.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
everythinglubbock.com,,,,
wboc.com,,,,
nwahomepage.com,,,,
mypanhandle.com,,,,
wnct.com,,,,
klfy.com,,,,
wcia.com,,,,
tristatehomepage.com,,,,
fox21news.com,,,,
ozarksfirst.com,,,,
counton2.com,,,,
wsav.com,,,,
berkshireeagle.com,,,,
thetimes-tribune.com,,,,
wowktv.com,,,,
wfxrtv.com,,,,
wvnstv.com,h1.read__title,div.read__time,div.credit-title-name,div.read__content
thesunchronicle.com,,,,
mytwintiers.com,,,,
poststar.com,h1.read__title,div.read__time,div.credit-title-name,div.read__content
ketk.com,,,,
citizensvoice.com,,,,
centralcharts.com,,,,
wgno.com,,,,
bigcountryhomepage.com,,,,
ktalnews.com,,,,
purdueexponent.org,,,,
oleantimesherald.com,,,,
cbs4indy.com,,,,
laconiadailysun.com,,,,
texomashomepage.com,,,,
ourquadcities.com,,,,
fltimes.com,,,,
smb.albertleatribune.com,,,,
auburnpub.com,,,,
republicanherald.com,,,,
wicz.com,,,,
romesentinel.com,,,,
myarklamiss.com,,,,
qchron.com,,,,
nny360.com,,,,
indianagazette.com,,,,
smb.salisburypost.com,,,,
smb.vicksburgpost.com,,,,
caledonianrecord.com,,,,
reformer.com,,,,
thecorryjournal.com,,,,
panhandle.newschannelnebraska.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
sentinelsource.com,,,,
somdnews.com,,,,
cecildaily.com,,,,
timesargus.com,,,,
rutlandherald.com,,,,
thedailynewsonline.com,,,,
cumberlink.com,,,,
smb.natchezdemocrat.com,,,,
smb.lagrangenews.com,,,,
thewesterlysun.com,,,,
journalgazette.net,,,,
benningtonbanner.com,,,,
timesbulletin.com,,,,
smb.magnoliastatelive.com,,,,
thecourierexpress.com,,,,
wrde.com,,,,
theprogressnews.com,,,,
onenewspage.com,,,,
smb.austindailyherald.com,,,,
smb.panews.com,,,,
gettysburgtimes.com,,,,
conwaydailysun.com,,,,
smb.oxfordeagle.com,,,,
smb.shelbycountyreporter.com,h1.detail__title,div.detail__date,"div[class=""detail__author""]","div[class=""detail__body-text itp_bodycontent""]"
smb.thewashingtondailynews.com,,,,
informnny.com,,,,
upmatters.com,,,,
northeast.newschannelnebraska.com,,,,
old.hudsonvalley360.com,,,,
southeast.newschannelnebraska.com,,,,
smb.leaderpub.com,,,,
smb.suffolknewsherald.com,,,,
thelcn.com,,,,
rivercountry.newschannelnebraska.com,,,,
standardspeaker.com,,,,
wytv.com,,,,
dailycourier.com,,,,
smb.troymessenger.com,,,,
tiogapublishing.com,,,,
plattevalley.newschannelnebraska.com,,,,
bradfordera.com,,,,
smb.irontontribune.com,,,,
madisoncourier.com,,,,
smb.winchestersun.com,,,,
leadertimes.com,,,,
coastalpoint.com,,,,
adventurefaktory.com,,,,
newbritainherald.com,,,,
smb.elizabethton.com,,,,
samessenger.com,,,,
smb.dailyleader.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
smb.thecoastlandtimes.com,,,,
smb.farmvilleherald.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
latrobebulletinnews.com,,,,
smb.americanpress.com,,,,
smb.roanoke-chowannewsherald.com,,,,
smb.lobservateur.com,,,,
smb.state-journal.com,,,,
smb.andalusiastarnews.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
manchesterjournal.com,,,,
salamancapress.com,,,,
cnyhomepage.com,,,,
smb.thewetumpkaherald.com,,,,
eagletimes.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
smb.picayuneitem.com,,,,
oceancitytoday.com,,,,
smb.smithfieldtimes.com,,,,
media.newswire.ca,,,,
thedailyreview.com,,,,
chagrinvalleytoday.com,,,,
huntingdondailynews.com,,,,
bryantimes.com,,,,
metro.newschannelnebraska.com,,,,
bristolpress.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
smb.valleytimes-news.com,,,,
smb.tryondailybulletin.com,,,,
newsitem.com,,,,
smb.orangeleader.com,,,,
smb.bogalusadailynews.com,,,,
newsblaze.com,,,,
oswegocountynewsnow.com,,,,
newsnetmedia.com,,,,
primepublishers.com,,,,
smb.greenvilleadvocate.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
thechronicle.com,,,,
smb.amnews.com,,,,
cenlanow.com,,,,
winchesternewsgazette.com,,,,
smb.alexcityoutlook.com,,,,
recordargusnews.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
smb.thepostsearchlight.com,,,,
thesentinel.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
morning-times.com,,,,
smb.jessaminejournal.com,,,,
smb.thesnaponline.com,,,,
punxsutawneyspirit.com,,,,
newsis.com,,,,
hankyung.com,,,,
wowtv.co.kr,,,,
heraldcorp.com,,,,
mt.co.kr,,,,
sports.khan.co.kr,,,,
techm.kr,,,,
zdnet.co.kr,,,,
gamefocus.co.kr,,,,
unicornfactory.co.kr,,,,
slist.kr,,,,
ibabynews.com,,,,
newspim.com,,,,
kdfnews.com,,,,
newsworks.co.kr,,,,
pointn.net,,,,
newsa.co.kr,,,,
media1.or.kr,,,,
kr.acrofan.com,,,,
newstong.co.kr,,,,
sisaline.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
gwnews.co.kr,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
kyungkookilbo.co.kr,,,,
journalnet.co.kr,,,,
sisaday.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
todayreport.co.kr,,,,
facttimes.co.kr,,,,
jagosatu.com,,,,
beritajateng.tv,,,,
bontangpost.id,,,,
teropongsenayan.com,,,,
travel.tempo.co,,,,
soloaja.co,,,,
bisnisexpo.com,,,,
gayatrend.com,,,,
reportasee.com,,,,
wartabisnis.biz.id,,,,
bogor.suara.com,,,,
tabloidnyata.com,,,,
bekaci.suara.com,,,,
coinblock.asia,,,,
pontianaknews.com,,,,
english.saigonbiz.com.vn,,,,
cewekbanget.grid.id,,,,
thesun.my,,,,
jakartajakarta.id,,,,
kosmo.com.my,,,,
utusanborneo.com.my,,,,
tribunbalitravel.tribunnews.com,,,,
tribunjatengtravel.tribunnews.com,,,,
teropongmalut.com,,,,
article.wn.com,,,,
suarakawan.com,,,,
busurnusa.com,,,,
nusakini.com,,,,
surabayahebat.com,,,,
dki.pikiran-rakyat.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
kilasnetwork.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
akuratnews.com,,,,
idenesia.id,,,,
radarsulteng.net,,,,
kalteng.tribunnews.com,,,,
dephub.go.id,,,,
thejournalistclub.com,,,,
teras.id,,,,
indomerdeka.com,,,,
poskita.id,,,,
malang.viva.co.id,,,,
mesuji.pikiran-rakyat.com,,,,
ngawi.pikiran-rakyat.com,,,,
vivasumsel.com,,,,
kabarbaik.co,,,,
popularitas.com,,,,
m.harianjogja.com,,,,
beritajogja.com,,,,
beritanet.id,,,,
teknostyle.id,,,,
jogjaberkabar.com,,,,
bisnis.tempo.co,,,,
palumbolodge.com,,,,
malanghits.pikiran-rakyat.com,,,,
arrowmapping.com,,,,
deportesoto.com,,,,
miguelbouttry.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
nwopod.com,,,,
antipolostarresort.com,,,,
lightenupshoppe.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
pojoksemarang.com,,,,
tabloidseleberita.com,,,,
times.co.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
jogjagrid.com,,,,
harianbatakpos.com,,,,
kabar.co.id,,,,
beritaind.com,,,,
esportsnesia.com,,,,
jagogame.id,,,,
jurnalapps.co.id,,,,
viralsumsel.com,,,,
batastimor.com,,,,
jakartaterkini.id,,,,
globenewswire.com,,,,
jambiekspres.bacakoran.co,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
speak.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
portalbandungtimur.pikiran-rakyat.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
highlight.id,,,,
femina.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
jurnalkalimantan.com,,,,
Cianjur Ekspres,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
kominfo.kulonprogokab.go.id,,,,
channel9.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
sumbarsatu.com,,,,
Indonesiadiscover.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
berandabaca.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
radarmadura.jawapos.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
esensi.tv,,,,
indoseru.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
beritainvestor.id,,,,
halonusa.com,,,,
batamstraits.com,,,,
jurnalismalang.com,,,,
cirebon.ayoindonesia.com,,,,
hulondalo.id,,,,
kabarterdepan.com,,,,
kalbar.suara.com,,,,
banten.viva.co.id,,,,
sulsel.suara.com,,,,
kaltim.suara.com,,,,
bintangtamu.id,,,,
boltim.pikiran-rakyat.com,,,,
emitenupdate.com,,,,
binomedia.id,,,,
rutinitas.co.id,,,,
borneobulletin.com.bn,,,,
lajuroda.com,,,,
kataburuh.com,,,,
autoplus.id,,,,
businessasia.co.id,,,,
getpost.id,,,,
iniriau.com,,,,
otoplasa.co,,,,
inilahsulsel.com,,,,
kendaripos.fajar.co.id,,,,
carvaganza.com,,,,
otoblitz.net,,,,
rockomotif.com,,,,
yofamedia.com,,,,
gadgetholic.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
otomotifxtra.postingnews.id,,,,
lensautama.com,,,,
distingsi.com,,,,
joglomedia.com,,,,
sumbarbisnis.com,,,,
beritaup2date.com,,,,
infodigital.co.id,,,,
fenews.id,,,,
theindonesianpost.com,,,,
gaya.tempo.co,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
kabargayo.com,,,,
koreanupdates.com,,,,
radarbangsa.com,,,,
Marketersmedia.com,,,,
lenteratrenggalek.com,,,,
koranmedan.com,,,,
inilagi.com,,,,
femaledaily.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
native.kontan.co.id,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
apakabar.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
zonajakarta.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
presisi.co,,,,
nuansabengkulu.com,,,,
lifenesia.com,,,,
urbancity.co.id,,,,
patraindonesia.com,,,,
wanitaindonesianews.com,,,,
terminalnews.co,,,,
cumicumi.com,,,,
sinergi46.com,,,,
worksmartasia.blogspot.com,,,,
bacajogja.id,,,,
lokerind.id,,,,
armedo.co,,,,
oppal.co.id,,,,
idnewsnow.com,,,,
fenesia.com,,,,
kovermagz.com,,,,
dreamers.id,,,,
dimensiaktual.com,,,,
berisikradio.id,,,,
bolasport.com,,,,
banuatoday.com,,,,
bali.idntimes.com,,,,
medianasional.id,,,,
suarapurwokerto.com,,,,
business-standard.com,,,,
jateng.pikiran-rakyat.com,,,,
boyolali.pikiran-rakyat.com,,,,
metroriau.com,,,,
batakpost.com,,,,
gowapos.pikiran-rakyat.com,,,,
buanapagi.com,,,,
kppu.go.id,,,,
infokejadianmakassar.com,,,,
medankinian.com,,,,
majalahtime.com,,,,
harianstar.com,,,,
radarinformasinews.com,,,,
kaltimkita.com,,,,
posmetromedan.com,,,,
gerbangkaltim.com,,,,
kaltenglima.com,,,,
Ruangbogor.com,,,,
nusantara-post.com,,,,
infotravelku.com,,,,
radarkaur.bacakoran.co,,,,
kpopchart.net,,,,
lintasperkoro.com,,,,
sekitarjabar.com,,,,
sinarharapan.id,,,,
prosumut.com,,,,
mediawarta.com,,,,
solo.suaramerdeka.com,,,,
teropongnews.com,,,,
portaljepe.id,,,,
bali.wartaekonomi.co.id,,,,
beenews.id,,,,
berauterkini.co.id,,,,
id.investing.com,,,,
waspadaaceh.com,,,,
banyumas.tribunnews.com,,,,
detikperistiwa.com,,,,
otojurnalisme.com,,,,
caricuan.republika.co.id,,,,
silamparitv.disway.id,,,,
rakyatempatlawang.disway.id,,,,
beritantb.co.id,,,,
serayunews.com,,,,
motomobinews.id,,,,
beltimnews.com,,,,
balinesia.id,,,,
investbro.id,,,,
balinews.id,,,,
manilatimes.net,,,,
minangsatu.com,,,,
vivaborneo.com,,,,
id.alongwalker.co,,,,
balihbalihan.com,,,,
tnp.straitstimes.com,,,,
jabarinsight.pikiran-rakyat.com,,,,
kanalnews.co,,,,
polhukam.id,,,,
gugah.id,,,,
prokabar.com,,,,
desapedia.id,,,,
timenews.co.id,,,,
otomotif1.com,,,,
trentech.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
surabaya.pikiran-rakyat.com,,,,
budiey.com,,,,
Gendis.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
radarupdate.id,,,,
beauty.indozone.id,,,,
inversi.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
ntvnews.id,,,,
lampungnews.com,,,,
news.tuxlin.com,,,,
todaystage.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
archyde.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
rbg.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
bisnis.cikarangloker.com,,,,
pramborsfm.com,,,,
bomindonesia.com,,,,
jaringbisnis.com,,,,
dewimagazine.com,,,,
ilmiah.id,,,,
newsarawaktribune.com.my,,,,
bangkokok.com,,,,
aseantrend.com,,,,
congthuong.vn,,,,
faktadelik.com,,,,
suaracelebes.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
artikel.news,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
sulbarexpress.fajar.co.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
kabarsulbar.com,,,,
bugispos.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
katinting.com,,,,
8enam.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
jabarpublisher.co.id,,,,
daulatrakyat.id,,,,
editorial9.com,,,,
pedoman.media,,,,
majalahekonomi.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
cakrawalanews.co,,,,
bukabaca.id,,,,
media-indonews.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
kabarnusantaranews.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
corenews.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
rmnews.id,,,,
arasynews.com,,,,
jabar.times.co.id,,,,
the-ken.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
bicaraindonesia.net,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
beritautama.co.id,,,,
kabarbanjar.pikiran-rakyat.com,,,,
sragenupdate.pikiran-rakyat.com,,,,
klikbondowoso.pikiran-rakyat.com,,,,
buol.pikiran-rakyat.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
realitasttu.pikiran-rakyat.com,,,,
cimahi.pikiran-rakyat.com,,,,
kabargarut.pikiran-rakyat.com,,,,
bandaaceh.pikiran-rakyat.com,,,,
seputarlampung.pikiran-rakyat.com,,,,
seputarkeuangan.com,,,,
abidimediacenter.com,,,,
simantab.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
businessbankingservice.biz.id,,,,
jasmani.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
swarawarta.co.id,,,,
portal-islam.id,,,,
purnawarta.com,,,,
kabartangerang.com,,,,
beritasumatera.co.id,,,,
mediajambi.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
tanganrakyat.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
prabumulihpos.bacakoran.co,,,,
jurnalpantura.id,,,,
zonanews.id,,,,
karebamakassar.com,,,,
mediabaru.co.id,,,,
sorogan.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
samudranesia.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
distriknews.com,,,,
media.apdgroup.co.id,,,,
beritajatim.id,,,,
gelorasriwijaya.co,,,,
vncallcenter.com,,,,
hrhub.my,,,,
cianjur.viva.co.id,,,,
kabarsingaparna.pikiran-rakyat.com,,,,
mediasulsel.com,,,,
bisik.id,,,,
jatim.viva.co.id,,,,
prestigeonline.com,,,,
majalah.tempo.co,,,,
magetan.pikiran-rakyat.com,,,,
radarbogor.jawapos.com,,,,
kabarbintang.id,,,,
cnbc.com,,,,
barometer.co.id,,,,
mbtech.info,,,,
ftnews.co.id,,,,
